Pot,Day,Recovery day,Genotype,FTSW,NCR (not by highest),NTR,Experiment,ID,Comment on data point,Excluded selection,phase
28,17,5,Geden Shirazu,,1.280524409,0.954563485,GH,28GH,,,Recovery phase
28,18,,Geden Shirazu,,0.462313239,,GH,28GH,,,Drying phase
28,19,,Geden Shirazu,,,,GH,28GH,,,Drying phase
28,20,,Geden Shirazu,,,,GH,28GH,,,Drying phase
28,21,,Geden Shirazu,,,,GH,28GH,,,Drying phase
31,1,,Benning,0.875,1.003188442,1.057191595,GH,31GH,,,Drying phase
31,2,,Benning,0.816326531,1.026273888,0.992465579,GH,31GH,,,Drying phase
31,3,,Benning,0.548469388,1.000996914,1.000556331,GH,31GH,,,Drying phase
31,4,,Benning,0.354591837,0.969540756,0.949786494,GH,31GH,,,Drying phase
31,5,,Benning,0.216836735,0.912493798,0.857619713,GH,31GH,,,Drying phase
31,6,,Benning,0.160714286,0.853730178,0.698801247,GH,31GH,,,Drying phase
31,7,,Benning,0.071428571,0.550120815,0.37230003,GH,31GH,,,Drying phase
31,8,,Benning,0.114795918,0.756463015,0.459129745,GH,31GH,,,Drying phase
31,9,,Benning,0.066326531,0.706596504,0.58365786,GH,31GH,,,Drying phase
31,10,,Benning,0.045918367,0.371765304,0.236584748,GH,31GH,,,Drying phase
31,11,,Benning,0.025510204,0.464407579,0.269057165,GH,31GH,,,Drying phase
31,12,0,Benning,0,0.194302904,0.096091845,GH,31GH,,,Drying phase
31,13,1,Benning,,0.541623963,0.320980477,GH,31GH,,,Recovery phase
31,14,2,Benning,,1.020669685,0.786151403,GH,31GH,,,Recovery phase
31,15,3,Benning,,1.029221846,0.821538624,GH,31GH,,,Recovery phase
31,16,4,Benning,,1.038576332,0.816780679,GH,31GH,,,Recovery phase
31,17,5,Benning,,0.961364411,0.768427262,GH,31GH,,,Recovery phase
31,18,,Benning,,0.91271355,,GH,31GH,,,Drying phase
31,19,,Benning,,,,GH,31GH,,,Drying phase
31,20,,Benning,,,,GH,31GH,,,Drying phase
31,21,,Benning,,,,GH,31GH,,,Drying phase
32,1,,Benning,0.932692308,0.917892635,1.007694388,GH,32GH,,,Drying phase
32,2,,Benning,0.896634615,1.099659631,1.079672558,GH,32GH,,,Drying phase
32,3,,Benning,0.752403846,0.9602545,0.95371076,GH,32GH,,,Drying phase
32,4,,Benning,0.641826923,1.022193233,0.958922294,GH,32GH,,,Drying phase
32,5,,Benning,0.555288462,1.046789038,0.95371076,GH,32GH,,,Drying phase
32,6,,Benning,0.509615385,1.235890373,1.006694691,GH,32GH,,,Drying phase
32,7,,Benning,0.358173077,1.582708848,1.117837728,GH,32GH,,,Drying phase
32,8,,Benning,0.28125,1.786797558,1.184913368,GH,32GH,,,Drying phase
32,9,,Benning,0.170673077,1.209321171,1.112662553,GH,32GH,,,Drying phase
32,10,,Benning,0.122596154,0.912079821,0.657731559,GH,32GH,,,Drying phase
32,11,,Benning,0.100961538,0.706087426,0.464833816,GH,32GH,,,Drying phase
32,12,,Benning,0.081730769,0.765105091,0.448805063,GH,32GH,,,Drying phase
32,13,,Benning,0.076923077,0.648933086,0.428333254,GH,32GH,,,Drying phase
32,14,,Benning,0.03125,0.347303024,0.283132882,GH,32GH,,,Drying phase
32,15,,Benning,0.012019231,0.187101877,0.148149244,GH,32GH,,,Drying phase
32,16,0,Benning,0,0.220763541,0.097317424,GH,32GH,,,Drying phase
32,17,1,Benning,,0.214466475,0.091556233,GH,32GH,,,Recovery phase
32,18,2,Benning,,0.633208814,0.268650918,GH,32GH,,,Recovery phase
32,19,3,Benning,,0.682494024,0.279134857,GH,32GH,,,Recovery phase
32,20,4,Benning,,0.745937512,0.317903587,GH,32GH,,,Recovery phase
32,21,5,Benning,,0.895948685,0.393508165,GH,32GH,,,Recovery phase
33,1,,Benning,0.901515152,1.009213457,1.063484805,GH,33GH,,,Drying phase
33,2,,Benning,0.856060606,1.00150194,0.981678282,GH,33GH,,,Drying phase
33,3,,Benning,0.651515152,0.976958835,0.975542792,GH,33GH,,,Drying phase
33,4,,Benning,0.494949495,1.012325767,0.979294121,GH,33GH,,,Drying phase
33,5,,Benning,0.378787879,0.9532234,0.92335326,GH,33GH,,,Drying phase
33,6,,Benning,0.320707071,1.053320036,0.92335326,GH,33GH,,,Drying phase
33,7,,Benning,0.164141414,1.095418466,0.833538717,GH,33GH,,,Drying phase
33,8,,Benning,0.237373737,0.323463519,0.229925911,GH,33GH,,6,Drying phase
33,9,,Benning,0.242424242,1.011362173,1.023717745,GH,33GH,,,Drying phase
33,10,,Benning,0.146464646,0.999259827,0.797378528,GH,33GH,,,Drying phase
33,11,,Benning,0.080808081,0.603226305,0.437218058,GH,33GH,,,Drying phase
33,12,,Benning,0.063131313,0.544692886,0.327913544,GH,33GH,,,Drying phase
33,13,,Benning,0.058080808,0.479567295,0.32454705,GH,33GH,,,Drying phase
33,14,,Benning,0.017676768,0.216134745,0.180656073,GH,33GH,,,Drying phase
33,15,0,Benning,0,0.1209862,0.098220777,GH,33GH,,,Drying phase
33,16,1,Benning,,0.356694897,0.280201256,GH,33GH,,,Recovery phase
33,17,2,Benning,,0.711158999,0.554975455,GH,33GH,,,Recovery phase
33,18,3,Benning,,0.724288043,0.569957187,GH,33GH,,,Recovery phase
33,19,4,Benning,,0.89686768,0.687374325,GH,33GH,,,Recovery phase
33,20,5,Benning,,0.812006621,0.648508979,GH,33GH,,,Recovery phase
33,21,,Benning,,,,GH,33GH,,,Drying phase
35,1,,Benning,0.849411765,1.121660486,1.243847978,GH,35GH,,,Drying phase
35,2,,Benning,0.785882353,1.030331743,1.049496731,GH,35GH,,,Drying phase
35,3,,Benning,0.501176471,0.968998839,1.038645453,GH,35GH,,,Drying phase
35,4,,Benning,0.310588235,0.879008932,0.911857816,GH,35GH,,,Drying phase
35,5,,Benning,0.171764706,0.86231367,0.844078261,GH,35GH,,,Drying phase
35,6,,Benning,0.122352941,0.716606829,0.60086927,GH,35GH,,,Drying phase
35,7,,Benning,0.049411765,0.425913044,0.297041021,GH,35GH,,,Drying phase
35,8,,Benning,0.096470588,0.627515399,0.390174851,GH,35GH,,,Drying phase
35,9,,Benning,0.075294118,0.742338712,0.633058696,GH,35GH,,,Drying phase
35,10,,Benning,0.042352941,0.430346187,0.284154926,GH,35GH,,,Drying phase
35,11,,Benning,0.028235294,0.375279936,0.225055477,GH,35GH,,,Drying phase
35,12,0,Benning,0,0.196565337,0.103871759,GH,35GH,,,Drying phase
35,13,1,Benning,,0.5258132,0.332511115,GH,35GH,,,Recovery phase
35,14,2,Benning,,0.946582827,0.772546205,GH,35GH,,,Recovery phase
35,15,3,Benning,,0.94947939,0.790047252,GH,35GH,,,Recovery phase
35,16,4,Benning,,0.888023226,0.725247458,GH,35GH,,,Recovery phase
35,17,5,Benning,,0.903600955,0.741644357,GH,35GH,,,Recovery phase
35,18,,Benning,,0.870383328,,GH,35GH,,,Drying phase
35,19,,Benning,,,,GH,35GH,,,Drying phase
35,20,,Benning,,,,GH,35GH,,,Drying phase
35,21,,Benning,,,,GH,35GH,,,Drying phase
8,,,,,,,GC1,8GC1,,,Drying phase
8,1,,93705-36,0.904371585,1.078749198,1.053184788,GC1,8GC1,,,Drying phase
8,2,,93705-36,0.721311475,0.949228264,0.952389189,GC1,8GC1,,,Drying phase
8,3,,93705-36,0.603825137,0.972022538,0.994426023,GC1,8GC1,,,Drying phase
8,4,,93705-36,0.480874317,0.861366351,0.879505226,GC1,8GC1,,,Drying phase
8,5,,93705-36,0.385245902,0.600052664,0.604828978,GC1,8GC1,Excluded before the leaf fell off,6,Drying phase
8,6,,93705-36,0.368852459,0.477240503,0.468254693,GC1,8GC1,Leaf was observed to have fallen,6,Drying phase
8,7,,93705-36,0.286885246,0.563140309,0.440676851,GC1,8GC1,Excluded after the leaf fell,6,Drying phase
8,8,,93705-36,0.180327869,0.727952373,0.558128436,GC1,8GC1,,,Drying phase
8,9,,93705-36,0.155737705,0.534442545,0.401162077,GC1,8GC1,,,Drying phase
8,10,,93705-36,0.090163934,0.432393439,0.308771551,GC1,8GC1,,,Drying phase
8,11,,93705-36,0.038251366,0.254967439,0.173329571,GC1,8GC1,,,Drying phase
8,12,0,93705-36,0,0.175267049,0.114272681,GC1,8GC1,,,Drying phase
8,13,1,93705-36,,0.465723745,0.301552909,GC1,8GC1,,,Recovery phase
8,14,2,93705-36,,0.704665397,0.450753304,GC1,8GC1,,,Recovery phase
8,15,3,93705-36,,0.888048795,0.560868977,GC1,8GC1,,,Recovery phase
8,16,4,93705-36,,0.951539629,0.599945699,GC1,8GC1,,,Recovery phase
8,17,5,93705-36,,0.999680132,0.615849442,GC1,8GC1,,,Recovery phase
20,,,,,,,GC1,20GC1,,,Drying phase
20,1,,93705-36,0.907894737,1.041276653,1.003082484,GC1,20GC1,,,Drying phase
20,2,,93705-36,0.731578947,0.901830886,0.907081952,GC1,20GC1,,,Drying phase
20,3,,93705-36,0.589473684,1.056892461,1.089835564,GC1,20GC1,,,Drying phase
20,4,,93705-36,0.442105263,1.058885498,1.108295546,GC1,20GC1,,,Drying phase
20,5,,93705-36,0.315789474,0.952901438,0.998496964,GC1,20GC1,,,Drying phase
20,6,,93705-36,0.289473684,0.834579557,0.867180986,GC1,20GC1,,,Drying phase
20,7,,93705-36,0.221052632,0.779871148,0.79745449,GC1,20GC1,,,Drying phase
20,8,,93705-36,0.173684211,0.637793491,0.629213645,GC1,20GC1,,,Drying phase
20,9,,93705-36,0.105263158,0.482664689,0.450656008,GC1,20GC1,,,Drying phase
20,10,,93705-36,0.065789474,0.342831012,0.302732101,GC1,20GC1,,,Drying phase
20,11,,93705-36,0.031578947,0.237722798,0.199838411,GC1,20GC1,,,Drying phase
20,12,0,93705-36,0,0.13418072,0.093288411,GC1,20GC1,,,Drying phase
20,13,1,93705-36,,0.476249882,0.328237003,GC1,20GC1,,,Recovery phase
20,14,2,93705-36,,0.783502473,0.530783252,GC1,20GC1,,,Recovery phase
20,15,3,93705-36,,0.947814399,0.635249659,GC1,20GC1,,,Recovery phase
20,16,4,93705-36,,0.889912886,0.591337702,GC1,20GC1,,,Recovery phase
20,17,5,93705-36,,0.935641356,0.605074836,GC1,20GC1,,,Recovery phase
28,,,,,,,GC1,28GC1,,,Drying phase
28,1,,93705-36,0.933333333,1.054244175,1.060536651,GC1,28GC1,,,Drying phase
28,2,,93705-36,0.794871795,0.90773507,0.905384993,GC1,28GC1,,,Drying phase
28,3,,93705-36,0.676923077,1.038020755,1.034078356,GC1,28GC1,,,Drying phase
28,4,,93705-36,0.538461538,0.980578414,0.990454724,GC1,28GC1,,,Drying phase
28,5,,93705-36,0.405128205,0.939760022,0.947412741,GC1,28GC1,,,Drying phase
28,6,,93705-36,0.351282051,0.900127033,0.899219289,GC1,28GC1,,,Drying phase
28,7,,93705-36,0.287179487,0.841652253,0.82136981,GC1,28GC1,,,Drying phase
28,8,,93705-36,0.215384615,0.784292614,0.741131219,GC1,28GC1,,,Drying phase
28,9,,93705-36,0.156410256,0.663431159,0.599569484,GC1,28GC1,,,Drying phase
28,10,,93705-36,0.097435897,0.475630968,0.406245068,GC1,28GC1,,,Drying phase
28,11,,93705-36,0.051282051,0.296618969,0.222590881,GC1,28GC1,,,Drying phase
28,12,,93705-36,0.023076923,0.19199344,0.121709049,GC1,28GC1,,,Drying phase
28,13,0,93705-36,0,0.19106668,0.10511236,GC1,28GC1,,,Drying phase
28,14,1,93705-36,,0.514389811,0.299954784,GC1,28GC1,,,Recovery phase
28,15,2,93705-36,,0.859189393,0.503432884,GC1,28GC1,,,Recovery phase
28,16,3,93705-36,,1.131875515,0.671409748,GC1,28GC1,,,Recovery phase
28,17,4,93705-36,,1.225817568,0.738152396,GC1,28GC1,,,Recovery phase
28,18,5,93705-36,,1.152114824,0.69513331,GC1,28GC1,,,Recovery phase
44,,,,,,,GC1,44GC1,,,Drying phase
44,1,,93705-36,0.905292479,1.092808722,1.064955569,GC1,44GC1,,,Drying phase
44,2,,93705-36,0.707520891,0.914685236,0.914109282,GC1,44GC1,,,Drying phase
44,3,,93705-36,0.618384401,0.992506042,1.020935148,GC1,44GC1,,,Drying phase
44,4,,93705-36,0.462395543,0.890514746,0.929576298,GC1,44GC1,,,Drying phase
44,5,,93705-36,0.331476323,0.768592471,0.797463788,GC1,44GC1,,,Drying phase
44,6,,93705-36,0.286908078,0.73431626,0.758199866,GC1,44GC1,,,Drying phase
44,7,,93705-36,0.233983287,0.664301056,0.676594241,GC1,44GC1,,,Drying phase
44,8,,93705-36,0.155988858,0.584831168,0.569108859,GC1,44GC1,,,Drying phase
44,9,,93705-36,0.094707521,0.37331255,0.342626762,GC1,44GC1,,,Drying phase
44,10,,93705-36,0.066852368,0.324782165,0.283593097,GC1,44GC1,,,Drying phase
44,11,,93705-36,0.033426184,0.258505006,0.208909304,GC1,44GC1,,,Drying phase
44,12,0,93705-36,0,0.155999292,0.101955737,GC1,44GC1,,,Drying phase
44,13,1,93705-36,,0.558880059,0.349764819,GC1,44GC1,,,Recovery phase
44,14,2,93705-36,,0.86439686,0.537443503,GC1,44GC1,,,Recovery phase
44,15,3,93705-36,,1.117277788,0.702159449,GC1,44GC1,,,Recovery phase
44,16,4,93705-36,,1.063316363,0.675324461,GC1,44GC1,,,Recovery phase
44,17,5,93705-36,,1.072358348,0.674787433,GC1,44GC1,,,Recovery phase
1,,,,,,,GC1,1GC1,,,Drying phase
1,1,,Benning,0.869822485,1.044994701,1.027119892,GC1,1GC1,,,Drying phase
1,2,,Benning,0.609467456,1.015498188,1.018384855,GC1,1GC1,,,Drying phase
1,3,,Benning,0.473372781,0.939507112,0.954495253,GC1,1GC1,,,Drying phase
1,4,,Benning,0.352071006,1.011204094,1.024997743,GC1,1GC1,,,Drying phase
1,5,,Benning,0.24852071,0.837541571,0.833126245,GC1,1GC1,,,Drying phase
1,6,,Benning,0.215976331,0.632804274,0.610269286,GC1,1GC1,,,Drying phase
1,7,,Benning,0.183431953,0.59930986,0.564674455,GC1,1GC1,,,Drying phase
1,8,,Benning,0.115384615,0.484639402,0.441150075,GC1,1GC1,,,Drying phase
1,9,,Benning,0.062130178,0.297951432,0.259194832,GC1,1GC1,,,Drying phase
1,10,,Benning,0.029585799,0.211499652,0.178025924,GC1,1GC1,,,Drying phase
1,11,0,Benning,0,0.114748974,0.092040614,GC1,1GC1,,,Drying phase
1,12,1,Benning,,0.457398346,0.365315838,GC1,1GC1,,,Recovery phase
1,13,2,Benning,,0.690491236,0.560634125,GC1,1GC1,,,Recovery phase
1,14,3,Benning,,0.873567338,0.713075067,GC1,1GC1,,,Recovery phase
1,15,4,Benning,,0.872246762,0.713314756,GC1,1GC1,,,Recovery phase
1,16,5,Benning,,0.89495586,0.734984512,GC1,1GC1,,,Recovery phase
13,,,,,,,GC1,13GC1,,,Drying phase
13,1,,Benning,0.928217822,0.928651464,0.91701856,GC1,13GC1,,,Drying phase
13,2,,Benning,0.752475248,0.991781387,0.999438025,GC1,13GC1,,,Drying phase
13,3,,Benning,0.648514851,0.95923791,0.969720776,GC1,13GC1,,,Drying phase
13,4,,Benning,0.492574257,1.120329239,1.113822639,GC1,13GC1,,,Drying phase
13,5,,Benning,0.425742574,0.874273476,0.857701307,GC1,13GC1,,,Drying phase
13,6,,Benning,0.363861386,0.777165932,0.745359913,GC1,13GC1,,,Drying phase
13,7,,Benning,0.309405941,0.821667097,0.777448553,GC1,13GC1,,,Drying phase
13,8,,Benning,0.23019802,0.766603423,0.722658158,GC1,13GC1,,,Drying phase
13,9,,Benning,0.160891089,0.659048101,0.601895654,GC1,13GC1,,,Drying phase
13,10,,Benning,0.091584158,0.492607348,0.436374349,GC1,13GC1,,,Drying phase
13,11,,Benning,0.056930693,0.347606278,0.299228125,GC1,13GC1,,,Drying phase
13,12,,Benning,0.022277228,0.189767448,0.157454662,GC1,13GC1,,,Drying phase
13,13,0,Benning,0,0.136314041,0.10849086,GC1,13GC1,,,Drying phase
13,14,1,Benning,,0.515345761,0.386373122,GC1,13GC1,,,Recovery phase
13,15,2,Benning,,0.762662197,0.5714426,GC1,13GC1,,,Recovery phase
13,16,3,Benning,,1.161925222,0.794370781,GC1,13GC1,,,Recovery phase
13,17,4,Benning,,1.264633161,0.867154155,GC1,13GC1,,,Recovery phase
13,18,5,Benning,,1.330468934,0.931955268,GC1,13GC1,,,Recovery phase
18,,,,,,,GC1,18GC1,,,Drying phase
18,1,,Benning,0.879581152,1.036375304,0.976131239,GC1,18GC1,,,Drying phase
18,2,,Benning,0.646596859,1.024128911,1.029661017,GC1,18GC1,,,Drying phase
18,3,,Benning,0.489528796,0.939495785,0.994207744,GC1,18GC1,,,Drying phase
18,4,,Benning,0.395287958,1.044583368,1.085348721,GC1,18GC1,,,Drying phase
18,5,,Benning,0.298429319,0.850080727,0.878518115,GC1,18GC1,,,Drying phase
18,6,,Benning,0.27486911,0.705562916,0.718456844,GC1,18GC1,,,Drying phase
18,7,,Benning,0.219895288,0.675037294,0.681608883,GC1,18GC1,,,Drying phase
18,8,,Benning,0.154450262,0.607983639,0.606196152,GC1,18GC1,,,Drying phase
18,9,,Benning,0.102094241,0.437792452,0.420746224,GC1,18GC1,,,Drying phase
18,10,,Benning,0.060209424,0.298162046,0.277426773,GC1,18GC1,,,Drying phase
18,11,,Benning,0.036649215,0.26819814,0.242638337,GC1,18GC1,,,Drying phase
18,12,0,Benning,0,0.123261209,0.105663691,GC1,18GC1,,,Drying phase
18,13,1,Benning,,0.507689948,0.436832212,GC1,18GC1,,,Recovery phase
18,14,2,Benning,,0.640465238,0.556699847,GC1,18GC1,,,Recovery phase
18,15,3,Benning,,0.781938957,0.683291868,GC1,18GC1,,,Recovery phase
18,16,4,Benning,,0.819764418,0.717882926,GC1,18GC1,,,Recovery phase
18,17,5,Benning,,0.764215843,0.657011411,GC1,18GC1,,,Recovery phase
29,,,,,,,GC1,29GC1,,,Drying phase
29,1,,Benning,0.896174863,0.971253626,0.961334249,GC1,29GC1,,,Drying phase
29,2,,Benning,0.669398907,1.045842111,1.047348367,GC1,29GC1,,,Drying phase
29,3,,Benning,0.554644809,0.982904263,0.991317384,GC1,29GC1,,,Drying phase
29,4,,Benning,0.409836066,1.016752164,1.013169166,GC1,29GC1,,,Drying phase
29,5,,Benning,0.325136612,0.879992723,0.854732575,GC1,29GC1,,,Drying phase
29,6,,Benning,0.281420765,0.752573022,0.715579629,GC1,29GC1,,,Drying phase
29,7,,Benning,0.221311475,0.672561696,0.621988494,GC1,29GC1,,,Drying phase
29,8,,Benning,0.166666667,0.610010159,0.555917392,GC1,29GC1,,,Drying phase
29,9,,Benning,0.106557377,0.480980911,0.421347044,GC1,29GC1,,,Drying phase
29,10,,Benning,0.057377049,0.309367387,0.257243458,GC1,29GC1,,,Drying phase
29,11,,Benning,0.030054645,0.255130828,0.199494927,GC1,29GC1,,,Drying phase
29,12,0,Benning,0,0.141418623,0.09897622,GC1,29GC1,,,Drying phase
29,13,1,Benning,,0.532858928,0.376119579,GC1,29GC1,,,Recovery phase
29,14,2,Benning,,0.770708277,0.545493941,GC1,29GC1,,,Recovery phase
29,15,3,Benning,,0.88909554,0.631733935,GC1,29GC1,,,Recovery phase
29,16,4,Benning,,0.952480118,0.677895383,GC1,29GC1,,,Recovery phase
29,17,5,Benning,,0.82754071,0.581860204,GC1,29GC1,,,Recovery phase
4,,,,,,,GC1,4GC1,,,Drying phase
4,1,,Geden Shirazu,0.916666667,0.968104515,0.949678853,GC1,4GC1,,,Drying phase
4,2,,Geden Shirazu,0.696236559,1.070081737,1.075335285,GC1,4GC1,,,Drying phase
4,3,,Geden Shirazu,0.577956989,0.961813748,0.974985863,GC1,4GC1,,,Drying phase
4,4,,Geden Shirazu,0.424731183,0.986037567,0.994366316,GC1,4GC1,,,Drying phase
4,5,,Geden Shirazu,0.271505376,0.953275553,0.962005282,GC1,4GC1,,,Drying phase
4,6,,Geden Shirazu,0.239247312,0.802210771,0.823845581,GC1,4GC1,,,Drying phase
4,7,,Geden Shirazu,0.180107527,0.714455572,0.742059458,GC1,4GC1,,,Drying phase
4,8,,Geden Shirazu,0.134408602,0.610231583,0.632345629,GC1,4GC1,,,Drying phase
4,9,,Geden Shirazu,0.094086022,0.384258439,0.386632325,GC1,4GC1,,,Drying phase
4,10,,Geden Shirazu,0.069892473,0.305086097,0.299918491,GC1,4GC1,,,Drying phase
4,11,,Geden Shirazu,0.037634409,0.264504508,0.249683227,GC1,4GC1,,,Drying phase
4,12,0,Geden Shirazu,0,0.115316179,0.099098942,GC1,4GC1,,,Drying phase
4,13,1,Geden Shirazu,,0.465096158,0.403431014,GC1,4GC1,,,Recovery phase
4,14,2,Geden Shirazu,,0.53806533,0.461068081,GC1,4GC1,,,Recovery phase
4,15,3,Geden Shirazu,,0.594908454,0.525578317,GC1,4GC1,,,Recovery phase
4,16,4,Geden Shirazu,,0.596699024,0.533024989,GC1,4GC1,,,Recovery phase
4,17,5,Geden Shirazu,,0.629623675,0.551522615,GC1,4GC1,,,Recovery phase
10,,,,,,,GC1,10GC1,,,Drying phase
10,1,,Geden Shirazu,0.881690141,1.027042066,1.025412776,GC1,10GC1,,,Drying phase
10,2,,Geden Shirazu,0.63943662,0.99549726,1.003311147,GC1,10GC1,,,Drying phase
10,3,,Geden Shirazu,0.484507042,0.977460673,0.971276077,GC1,10GC1,,,Drying phase
10,4,,Geden Shirazu,0.346478873,0.926932499,0.901771917,GC1,10GC1,,,Drying phase
10,5,,Geden Shirazu,0.256338028,0.749696968,0.722614075,GC1,10GC1,,,Drying phase
10,6,,Geden Shirazu,0.211267606,0.633951346,0.60852709,GC1,10GC1,,,Drying phase
10,7,,Geden Shirazu,0.166197183,0.350441768,0.33175467,GC1,10GC1,,,Drying phase
10,8,,Geden Shirazu,0.188732394,0.588996967,0.541559994,GC1,10GC1,,,Drying phase
10,9,,Geden Shirazu,0.109859155,0.445174362,0.397143996,GC1,10GC1,,,Drying phase
10,10,,Geden Shirazu,0.081690141,0.301494596,0.245150615,GC1,10GC1,,,Drying phase
10,11,,Geden Shirazu,0.03943662,0.219422497,0.155458245,GC1,10GC1,,,Drying phase
10,12,0,Geden Shirazu,0,0.125011853,0.078977499,GC1,10GC1,,,Drying phase
10,13,1,Geden Shirazu,,0.567032818,0.357914905,GC1,10GC1,,,Recovery phase
10,14,2,Geden Shirazu,,0.767529645,0.478799771,GC1,10GC1,,,Recovery phase
10,15,3,Geden Shirazu,,0.832372026,0.517114578,GC1,10GC1,,,Recovery phase
10,16,4,Geden Shirazu,,0.808981939,0.49976174,GC1,10GC1,,,Recovery phase
10,17,5,Geden Shirazu,,0.796227862,0.481622821,GC1,10GC1,,,Recovery phase
16,,,,,,,GC1,16GC1,,,Drying phase
16,1,,Geden Shirazu,0.885057471,0.993413889,0.979268574,GC1,16GC1,,,Drying phase
16,2,,Geden Shirazu,0.629310345,1.031641462,1.037509284,GC1,16GC1,,,Drying phase
16,3,,Geden Shirazu,0.468390805,0.974944649,0.983222143,GC1,16GC1,,,Drying phase
16,4,,Geden Shirazu,0.356321839,0.898309891,0.904251211,GC1,16GC1,,,Drying phase
16,5,,Geden Shirazu,0.232758621,0.729755895,0.733437395,GC1,16GC1,,,Drying phase
16,6,,Geden Shirazu,0.201149425,0.639007162,0.650344896,GC1,16GC1,,,Drying phase
16,7,,Geden Shirazu,0.155172414,0.547521955,0.549623379,GC1,16GC1,,,Drying phase
16,8,,Geden Shirazu,0.106321839,0.368118302,0.354490278,GC1,16GC1,,,Drying phase
16,9,,Geden Shirazu,0.077586207,0.294165093,0.274645439,GC1,16GC1,,,Drying phase
16,10,,Geden Shirazu,0.040229885,0.248685682,0.202805313,GC1,16GC1,,,Drying phase
16,11,0,Geden Shirazu,0,0.119679803,0.087295967,GC1,16GC1,,,Drying phase
16,12,1,Geden Shirazu,,0.437866112,0.322435306,GC1,16GC1,,,Recovery phase
16,13,2,Geden Shirazu,,0.737469097,0.541389927,GC1,16GC1,,,Recovery phase
16,14,3,Geden Shirazu,,0.727268097,0.530360877,GC1,16GC1,,,Recovery phase
16,15,4,Geden Shirazu,,0.726990542,0.528907037,GC1,16GC1,,,Recovery phase
16,16,5,Geden Shirazu,,0.709791816,0.506147121,GC1,16GC1,,,Recovery phase
30,,,,,,,GC1,30GC1,,,Drying phase
30,1,,Geden Shirazu,0.902506964,1.020329287,0.982655594,GC1,30GC1,,,Drying phase
30,2,,Geden Shirazu,0.701949861,0.975397575,0.985512437,GC1,30GC1,,,Drying phase
30,3,,Geden Shirazu,0.543175487,1.004273138,1.031831969,GC1,30GC1,,,Drying phase
30,4,,Geden Shirazu,0.348189415,1.025524842,1.047479095,GC1,30GC1,,,Drying phase
30,5,,Geden Shirazu,0.250696379,0.838987986,0.861381108,GC1,30GC1,,,Drying phase
30,6,,Geden Shirazu,0.206128134,0.748894179,0.791860406,GC1,30GC1,,,Drying phase
30,7,,Geden Shirazu,0.17270195,0.645292095,0.680075168,GC1,30GC1,,,Drying phase
30,8,,Geden Shirazu,0.13091922,0.467005988,0.475730089,GC1,30GC1,,,Drying phase
30,9,,Geden Shirazu,0.08356546,0.297181123,0.291343668,GC1,30GC1,,,Drying phase
30,10,,Geden Shirazu,0.052924791,0.26008173,0.218483448,GC1,30GC1,,,Drying phase
